Front;Back;Tags
O que é **Shallow work disfarçado de urgência**?;responder e-mails parece trabalho, mas raramente gera progresso de carreira.;conhecimento-geral,vida-pratica
O que é **Visibilidade vs Resultado**?;Produtividade real gera resultados entregáveis, não apenas presença.;conhecimento-geral,vida-pratica
O que é **Networking como investimento**?;pessoas produtivas investem tempo em relacionamentos estratégicos (Q2 da Eisenhower).;conhecimento-geral,vida-pratica
O que é **Jornada de trabalho reduzida**?;empresas com semana de 4 dias relatam mesma produtividade + maior bem-estar.;conhecimento-geral,vida-pratica
O que é **O ócio criativo**?;momentos sem fazer nada são essenciais para insights e criatividade. Não preencha todo vazio com estímulo.;conhecimento-geral,vida-pratica
O que é **Identificação emocional**?;saber com precisão o que estamos sentindo em cada momento. Não é apenas sentir raiva, mas distinguir raiva de frustração, indignação ou irritação.;conhecimento-geral,vida-pratica
O que é **Compreensão de gatilhos**?;"reconhecer quais situações, pessoas ou pensamentos disparam determinadas emoções. Ex.: """"Sempre que meu chefe me interrompe, sinto desrespeito e ativo raiva.""""";conhecimento-geral,vida-pratica
O que é **Reconhecimento de padrões**?;"identificar ciclos emocionais recorrentes. Ex.: """"Percebo que fico mais ansioso em domingo à noite, antecipando a semana de trabalho.""""";conhecimento-geral,vida-pratica
O que é **Consciência corporal**?;emoções se manifestam no corpo. Aprender a ler sinais físicos — aperto no peito, nó no estômago, tensão nos ombros — é parte do autoconhecimento.;conhecimento-geral,vida-pratica
O que é **Controle de impulsos**?;pausar antes de agir. Resistir à vontade de explodir, atacar ou tomar decisões precipitadas quando emocionalmente ativado.;conhecimento-geral,vida-pratica
O que é **Adaptabilidade**?;flexibilidade para mudar de estratégia quando as circunstâncias mudam, sem se prender a planos rígidos.;conhecimento-geral,vida-pratica
O que é **Gerenciamento de estresse**?;técnicas para reduzir a ativação fisiológica (respiração, relaxamento) e mental (reavaliação) em situações de pressão.;conhecimento-geral,vida-pratica
O que é **Expressão emocional adequada**?;comunicar emoções de forma assertiva e culturalmente apropriada, sem agressividade nem passividade.;conhecimento-geral,vida-pratica
O que é **Automotivação**?;encontrar razões internas para agir, como crescimento pessoal, propósito ou prazer na atividade em si.;conhecimento-geral,vida-pratica
O que é **Otimismo**?;crença de que esforço levará a resultados positivos. Não é ingenuidade, mas uma expectativa realista de que obstáculos são superáveis.;conhecimento-geral,vida-pratica
O que é **Compromisso com objetivos**?;manter o foco mesmo diante de distrações, tentações e frustrações. Disciplina emocional para adiar recompensas imediatas em favor de ganhos de longo prazo.;conhecimento-geral,vida-pratica
O que é **Comunicação**?;transmitir ideias de forma clara e ouvir ativamente. Inclui comunicação verbal e não verbal.;conhecimento-geral,vida-pratica
O que é **Gestão de conflitos**?;abordar divergências de maneira construtiva, buscando soluções que atendam a ambas as partes.;conhecimento-geral,vida-pratica
O que é **Liderança**?;inspirar e guiar pessoas ou grupos. A liderança emocionalmente inteligente é servidora, não autoritária.;conhecimento-geral,vida-pratica
O que é **Construção de vínculos**?;cultivar relacionamentos genuínos e duradouros, baseados em confiança e reciprocidade.;conhecimento-geral,vida-pratica
O que é **Greater Good Science Center (UC Berkeley)**?;https://greatergood.berkeley.edu/;conhecimento-geral,vida-pratica
O que é **The Yale Center for Emotional Intelligence**?;https://ycei.org/;conhecimento-geral,vida-pratica
O que é **Lisa Feldman Barrett — The Brain's Construction of Emotion**?;https://lisafeldmanbarrett.com/;conhecimento-geral,vida-pratica
O que é **Paul Ekman Group**?;https://www.paulekman.com/;conhecimento-geral,vida-pratica
O que é **Existência inautêntica (das Man)**?;"o """"a gente"""" vive como todo mundo, distraído, imerso nas ocupações cotidianas, evitando pensar na morte. A morte é sempre """"algo que acontece com os outros"""".";conhecimento-geral,vida-pratica
O que é **Existência autêntica**?;ao confrontar a própria mortalidade, o indivíduo se dá conta de que sua vida é única e insubstituível. Ninguém pode morrer por você. A morte é sua possibilidade mais própria.;conhecimento-geral,vida-pratica
O que é **Busca por autoestima**?;"sentir-se valioso dentro de uma """"cosmovisão cultural"""" nos protege do medo da morte. Se somos parte de algo significativo, duradouro, nossa morte não anula completamente nosso valor.";conhecimento-geral,vida-pratica
O que é **Defesa da cosmovisão cultural**?;"tendemos a exaltar nosso grupo e demonizar o diferente porque nossa visão de mundo é um """"escudo"""" contra o terror da morte. Pessoas que ameaçam nossa visão de mundo são ameaças existenciais.";conhecimento-geral,vida-pratica
O que é **Busca por imortalidade simbólica**?;"criar filhos, produzir obras, contribuir para a cultura — tudo isso são formas de """"viver através de"""" algo maior.";conhecimento-geral,vida-pratica
O que é **Negação**?;a morte é algo que acontece com os outros, não conosco;conhecimento-geral,vida-pratica
O que é **Deslocamento**?;focar em medos menores (palavra, doença, fracasso) que são mais fáceis de lidar do que o medo fundamental da morte;conhecimento-geral,vida-pratica
O que é **Sublimação**?;transformar o medo da morte em criatividade, produtividade, conquistas;conhecimento-geral,vida-pratica
O que é **Humor**?;piadas sobre a morte como forma de reduzir sua ameaça psicológica;conhecimento-geral,vida-pratica
O que é **Julgamento**?;após a morte, cada alma é julgada por Deus com base em sua fé e obras;conhecimento-geral,vida-pratica
O que é **Céu (Paraíso)**?;estado de bem-aventurança eterna na presença de Deus;conhecimento-geral,vida-pratica
O que é **Inferno**?;estado de separação eterna de Deus, punição para os ímpios;conhecimento-geral,vida-pratica
O que é **Purgatório (catolicismo)**?;estado de purificação para aqueles que morrem em estado de graça mas ainda não perfeitos;conhecimento-geral,vida-pratica
O que é **Ressurreição do corpo**?;no fim dos tempos, os mortos serão ressuscitados corporalmente;conhecimento-geral,vida-pratica
O que é **Morte como consequência do pecado**?;"na teologia paulina, """"o salário do pecado é a morte"""" (Romanos 6:23)";conhecimento-geral,vida-pratica
O que é **Renascimento**?;"não é uma reencarnação de uma alma permanente (o budismo nega o """"eu"""" fixo), mas uma continuidade energético-causal";conhecimento-geral,vida-pratica
O que é **Nirvana**?;cessação do ciclo de renascimentos, extinção do desejo e do sofrimento;conhecimento-geral,vida-pratica
O que é **Impermanência (anicca)**?;"tudo que existe é transitório; apegarmo-nos ao que passa é a causa do sofrimento";conhecimento-geral,vida-pratica
O que é **Reencarnação**?;a alma assume múltiplos corpos ao longo de suas jornadas evolutivas;conhecimento-geral,vida-pratica
O que é **Sheol**?;no Tanakh (Bíblia Hebraica), Sheol é o lugar subterrâneo para onde todos os mortos vão, independentemente de mérito — uma existência sombria e silenciosa, não um inferno de tormento;conhecimento-geral,vida-pratica
O que é **Monte (Maut)**?;o anjo da morte separa a alma do corpo;conhecimento-geral,vida-pratica
O que é **Barzakh**?;o estado intermediário entre a morte e a ressurreição, onde as almas aguardam o Julgamento;conhecimento-geral,vida-pratica
O que é **Qiyamah**?;o Dia da Ressurreição, quando todos os mortos serão levantados para o julgamento final;conhecimento-geral,vida-pratica
O que é **Jannah**?;o Paraíso, jardim de delícias eternas para os crentes fiéis;conhecimento-geral,vida-pratica
O que é **Jahannam**?;o Inferno, lugar de punição para os ímpios e incrédulos;conhecimento-geral,vida-pratica
O que é **Submissão à vontade divina**?;"a morte é parte do plano de Allah; aceitá-la é um ato de fé";conhecimento-geral,vida-pratica
O que é **Continuidade na terra**?;a morte não rompe os laços com o território, a família ou a tribo;conhecimento-geral,vida-pratica
O que é **Morte como transição**?;para outro plano, outro corpo ou outra forma de existência;conhecimento-geral,vida-pratica
O que é **Rituais elaborados**?;cerimônias funerárias que podem durar dias, semanas ou até anos;conhecimento-geral,vida-pratica
"O que é **Morte """"natural"""" vs. morte """"causada""""**?";"muitas culturas distinguem entre mortes que são """"parte da ordem"""" (velhice) e mortes que resultam de forças espirituais maléficas";conhecimento-geral,vida-pratica
O que é **A morte como fracasso médico**?;"os médicos são treinados para salvar vidas; a morte é vista como derrota, não como processo natural";conhecimento-geral,vida-pratica
O que é **Tecnologia prolongadora**?;"respiradores, UTI's, nutrição artificial — pacientes podem ser mantidos """"vivos"""" por semanas ou meses sem perspectiva de recuperação";conhecimento-geral,vida-pratica
O que é **Perda do protagonismo do paciente**?;decisões sobre o processo de morrer são frequentemente tomadas por médicos e familiares, não pelo moribundo;conhecimento-geral,vida-pratica
O que é **Isolamento do moribundo**?;visitas limitadas, protocolos hospitalares, falta de privacidade e dignidade;conhecimento-geral,vida-pratica
O que é **Capitalismo da juventude**?;"indústria bilionária de cosméticos, cirurgias plásticas, suplementos anti-idade que prometem """"parar o tempo""""";conhecimento-geral,vida-pratica
O que é **Linguagem eufemística**?;"""""partiu"""", """"foi para o andar de cima"""", """"descansou"""", """"se foi"""" — evitamos a palavra morte";conhecimento-geral,vida-pratica
O que é **Invisibilidade dos idosos**?;asilos e casas de repouso afastam os velhos do convívio social;conhecimento-geral,vida-pratica
O que é **Morte como tabu**?;assim como o sexo era tabu na era vitoriana, a morte é o grande tabu da modernidade;conhecimento-geral,vida-pratica
O que é **Morte nos meios de comunicação**?;"consumimos morte violenta em filmes, séries e notícias (morte """"fictícia"""" ou distante), mas não sabemos lidar com a morte real e próxima";conhecimento-geral,vida-pratica
O que é **Aceitação da morte**?;a morte é natural, inevitável e não deve ser temida ou escondida;conhecimento-geral,vida-pratica
O que é **Transparência sobre a morte**?;educação sobre o processo de morrer, opções funerárias, direitos do moribundo;conhecimento-geral,vida-pratica
O que é **Desmedicalização da morte**?;morrer em casa, com dignidade e controle;conhecimento-geral,vida-pratica
O que é **Alternativas funerárias ecológicas**?;enterro natural, compostagem humana, hidrólise alcalina;conhecimento-geral,vida-pratica
O que é **Redução do medo através da familiaridade**?;quanto mais falamos sobre a morte, menos medo temos;conhecimento-geral,vida-pratica
O que é **Favor**?;autonomia individual, dignidade, alívio do sofrimento;conhecimento-geral,vida-pratica
O que é **Contra**?;"valor sagrado da vida, risco de abusos, """"declive escorregadio"""", papel do médico como curador";conhecimento-geral,vida-pratica
O que é **Privado**?;"enlutados sofrem em silêncio, isolados; o luto público é desencorajado";conhecimento-geral,vida-pratica
O que é **Encurtado**?;"pressão social para """"superar"""" rapidamente; licenças luto de poucos dias";conhecimento-geral,vida-pratica
O que é **Patologizado**?;o luto prolongado é tratado como transtorno mental (Transtorno do Luto Prolongado no DSM-5);conhecimento-geral,vida-pratica
O que é **Desritualizado**?;perda de rituais comunitários que estruturariam o processo de luto;conhecimento-geral,vida-pratica
O que é **Comercializado**?;a indústria funerária transforma a morte em negócio;conhecimento-geral,vida-pratica
O que é **Esteja presente**?;muitas vezes não há o que dizer. Sua presença silenciosa vale mais que palavras.;conhecimento-geral,vida-pratica
O que é **Escute**?;não ofereça soluções. Apenas ouça.;conhecimento-geral,vida-pratica
O que é **Ofereça ajuda concreta**?;"""""Vou trazer jantar na terça"""" é melhor que """"Me avise se precisar de algo""""";conhecimento-geral,vida-pratica
